"State","Year","Crop","Area","Production"
"Maharashtra","2005","Wheat","932800.000000","1300700"
"Maharashtra","2006","Arhar/Tur","1122600.000000","814600"
"Maharashtra","2006","Bajra","1452200.000000","1058600"
"Maharashtra","2006","Castor seed","11900.000000","4030"
"Maharashtra","2006","Cotton(lint)","3106900.000000","4617500"
"Maharashtra","2006","Gram","1308100.000000","925100"
"Maharashtra","2006","Groundnut","449700.000000","403800"
"Maharashtra","2006","Jowar","4618100.000000","3781700"
"Maharashtra","2006","Linseed","67800.000000","16000"
"Maharashtra","2006","Maize","580200.000000","1151900"
"Maharashtra","2006","Moong(Green Gram)","573100.000000","236050"
"Maharashtra","2006","Niger seed","54000.000000","12000"
"Maharashtra","2006","Ragi","136000.000000","123000"
"Maharashtra","2006","Rapeseed &Mustard","13800.000000","5048"
"Maharashtra","2006","Rice","1529300.000000","2571700"
"Maharashtra","2006","Safflower","278800.000000","168900"
"Maharashtra","2006","Sesamum","104500.000000","26200"
"Maharashtra","2006","Soyabean","2521100.000000","2891600"
"Maharashtra","2006","Sunflower","360000.000000","198000"
"Maharashtra","2006","Urad","490000.000000","199900"
"Maharashtra","2006","Wheat","1230800.000000","1871000"
"Maharashtra","2007","Arhar/Tur","11591.000000","10757"
"Maharashtra","2007","Bajra","12830.000000","11269"
"Maharashtra","2007","Castor seed","115.000000","45.7"
"Maharashtra","2007","Cotton(lint)","31954.000000","70149"
"Maharashtra","2007","Gram","13533.000000","11157"
"Maharashtra","2007","Groundnut","4043.000000","4719"
"Maharashtra","2007","Jowar","41475.000000","40032"
"Maharashtra","2007","Linseed","678.000000","193"
"Maharashtra","2007","Maize","6715.000000","17898"
"Maharashtra","2007","Moong(Green Gram)","6608.000000","3671"
"Maharashtra","2007","Ragi","1283.000000","1235"
"Maharashtra","2007","Rapeseed &Mustard","91.000000","44.49999999999999"
"Maharashtra","2007","Rice","36836.000000","29128"
"Maharashtra","2007","Safflower","2309.000000","1536"
"Maharashtra","2007","Sesamum","924.000000","299"
"Maharashtra","2007","Soyabean","26636.000000","39762"
"Maharashtra","2007","Sugarcane","10928.000000","883099"
"Maharashtra","2007","Sunflower","2967.000000","2018"
"Maharashtra","2007","Urad","5658.000000","3217"
"Maharashtra","2007","Wheat","10030.000000","19875"
"Maharashtra","2008","Arhar/Tur","1008500.000000","604900"
"Maharashtra","2008","Bajra","865400.000000","661900"
"Maharashtra","2008","Castor seed","10800.000000","2846"
"Maharashtra","2008","Cotton(lint)","3146000.000000","4752300"
"Maharashtra","2008","Gram","1143300.000000","773900"
"Maharashtra","2008","Groundnut","253600.000000","257500"
"Maharashtra","2008","Jowar","3826500.000000","3091400"
"Maharashtra","2008","Linseed","38200.000000","7900"
"Maharashtra","2008","Maize","550959.000000","1325067"
"Maharashtra","2008","Moong(Green Gram)","426000.000000","106000"
"Maharashtra","2008","Niger seed","38000.000000","10220"
"Maharashtra","2008","Ragi","125500.000000","125000"
"Maharashtra","2008","Rapeseed &Mustard","6200.000000","2190"
"Maharashtra","2008","Rice","1499500.000000","2234210"
"Maharashtra","2008","Safflower","185700.000000","105000"
"Maharashtra","2008","Sesamum","55800.000000","14300"
"Maharashtra","2008","Soyabean","3063200.000000","1839900"
"Maharashtra","2008","Sugarcane","1536800.000000","121297200"
"Maharashtra","2008","Sunflower","257700.000000","149800"
"Maharashtra","2008","Urad","323900.000000","99900"
"Maharashtra","2008","Wheat","1021800.000000","1517300"
"Maharashtra","2009","Arhar/Tur","1093200.000000","919100"
"Maharashtra","2009","Bajra","1033500.000000","766300"
"Maharashtra","2009","Castor seed","6700.000000","1682"
"Maharashtra","2009","Cotton(lint)","3391500.000000","5111200"
"Maharashtra","2009","Gram","1291400.000000","1114400"
"Maharashtra","2009","Groundnut","260400.000000","263800"
"Maharashtra","2009","Jowar","4176300.000000","3565544"
"Maharashtra","2009","Linseed","36100.000000","8770"
"Maharashtra","2009","Maize","774400.000000","1797800"
"Maharashtra","2009","Moong(Green Gram)","427700.000000","142032"
"Maharashtra","2009","Niger seed","33000.000000","7060"
"Maharashtra","2009","Ragi","120200.000000","108700"
"Maharashtra","2009","Rapeseed &Mustard","5800.000000","2240"
"Maharashtra","2009","Rice","1450000.000000","2137114"
"Maharashtra","2009","Safflower","188100.000000","108900"
"Maharashtra","2009","Sesamum","54600.000000","14365"
"Maharashtra","2009","Soyabean","3019100.000000","2197000"
"Maharashtra","2009","Sugarcane","755900.000000","64159300"
"Maharashtra","2009","Sunflower","214600.000000","110526"
"Maharashtra","2009","Urad","353500.000000","117700"
"Maharashtra","2009","Wheat","1080900.000000","1740200"
"Maharashtra","2010","Arhar/Tur","1301900.000000","975800"
"Maharashtra","2010","Bajra","1034600.000000","1123500"
"Maharashtra","2010","Castor seed","9600.000000","4190"
"Maharashtra","2010","Cotton(lint)","3941900.000000","7472500"
"Maharashtra","2010","Gram","1437900.000000","1300200"
"Maharashtra","2010","Groundnut","275200.000000","345500"
"Maharashtra","2010","Jowar","4060100.000000","3452300"
"Maharashtra","2010","Linseed","39300.000000","10314"
"Maharashtra","2010","Maize","868200.000000","2570700"
"Maharashtra","2010","Moong(Green Gram)","553700.000000","372400"
"Maharashtra","2010","Niger seed","34700.000000","7500"
"Maharashtra","2010","Ragi","120000.000000","117500"
"Maharashtra","2010","Rapeseed &Mustard","7700.000000","2860"
"Maharashtra","2010","Rice","1486200.000000","2624900"
"Maharashtra","2010","Safflower","172900.000000","93949"
"Maharashtra","2010","Sesamum","55500.000000","19646"
"Maharashtra","2010","Soyabean","2729100.000000","4316100"
"Maharashtra","2010","Sugarcane","964500.000000","85691500"
"Maharashtra","2010","Sunflower","207600.000000","124800"
"Maharashtra","2010","Urad","481700.000000","329080"
"Maharashtra","2010","Wheat","1306600.000000","2300800"
"Maharashtra","2011","Arhar/Tur","1233100.000000","870900"
"Maharashtra","2011","Bajra","838200.000000","823300"
"Maharashtra","2011","Castor seed","8100.000000","3580"
"Maharashtra","2011","Cotton(lint)","4166700.000000","6820100"
"Maharashtra","2011","Gram","1075100.000000","857500"
"Maharashtra","2011","Groundnut","322800.000000","374880"
"Maharashtra","2011","Jowar","3229000.000000","2627200"
"Maharashtra","2011","Linseed","31000.000000","7760"
"Maharashtra","2011","Maize","877300.000000","2457600"
"Maharashtra","2011","Moong(Green Gram)","432700.000000","253540"
"Maharashtra","2011","Niger seed","37400.000000","11470"
"Maharashtra","2011","Other  Rabi pulses","104000.000000","43440"
"Maharashtra","2011","Other Kharif pulses","87900.000000","36110"
"Maharashtra","2011","Ragi","130300.000000","137800"
"Maharashtra","2011","Rapeseed &Mustard","13100.000000","4570"
"Maharashtra","2011","Rice","1544200.000000","2848900"
"Maharashtra","2011","Safflower","130700.000000","71100"
"Maharashtra","2011","Sesamum","45500.000000","15180"
"Maharashtra","2011","Soyabean","3010300.000000","3969200"
"Maharashtra","2011","Sugarcane","1022000.000000","89456100"
"Maharashtra","2011","Sunflower","102700.000000","61750"
"Maharashtra","2011","Urad","363900.000000","249460"
"Maharashtra","2011","Wheat","878100.000000","1498800"
"Maharashtra","2012","Arhar/Tur","1213600.000000","1005800"
"Maharashtra","2012","Bajra","788200.000000","502400"
"Maharashtra","2012","Castor seed","17100.000000","4660"
"Maharashtra","2012","Cotton(lint)","4187000.000000","6793000"
"Maharashtra","2012","Gram","1134500.000000","867900"
"Maharashtra","2012","Groundnut","308120.000000","337740"
"Maharashtra","2012","Jowar","3289900.000000","2108900"
"Maharashtra","2012","Linseed","27200.000000","7590"
"Maharashtra","2012","Maize","821900.000000","1826400"
"Maharashtra","2012","Moong(Green Gram)","431200.000000","211340"
"Maharashtra","2012","Niger seed","40300.000000","12390"
"Maharashtra","2012","Other  Rabi pulses","117800.000000","43480"
"Maharashtra","2012","Other Kharif pulses","65300.000000","18650"
"Maharashtra","2012","Ragi","124500.000000","139000"
"Maharashtra","2012","Rapeseed &Mustard","8700.000000","2460"
"Maharashtra","2012","Rice","1559000.000000","3078040"
"Maharashtra","2012","Safflower","104900.000000","57720"
"Maharashtra","2012","Sesamum","39500.000000","11680"
"Maharashtra","2012","Soyabean","3063900.000000","4689800"
"Maharashtra","2012","Sugarcane","938100.000000","75335000"
"Maharashtra","2012","Sunflower","80200.000000","36590"
"Maharashtra","2012","Urad","360300.000000","213600"
"Maharashtra","2012","Wheat","785000.000000","1198700"
"Maharashtra","2013","Arhar/Tur","1141300.000000","1034200"
"Maharashtra","2013","Bajra","761600.000000","787900"
"Maharashtra","2013","Cotton(lint)","4159500.000000","8834200"
"Maharashtra","2013","Gram","1519500.000000","1400640"
"Maharashtra","2013","Groundnut","328300.000000","421700"
"Maharashtra","2013","Jowar","3584500.000000","2847900"
"Maharashtra","2013","Linseed","12100.000000","3250"
"Maharashtra","2013","Maize","946500.000000","3123800"
"Maharashtra","2013","Moong(Green Gram)","430700.000000","200572"
"Maharashtra","2013","Niger seed","40300.000000","13020"
"Maharashtra","2013","Other  Rabi pulses","122300.000000","55200"
"Maharashtra","2013","Other Kharif pulses","104800.000000","44600"
"Maharashtra","2013","Ragi","124500.000000","142300"
"Maharashtra","2013","Rice","1604900.000000","3108290"
"Maharashtra","2013","Safflower","126300.000000","82700"
"Maharashtra","2013","Sesamum","39200.000000","10290"
"Maharashtra","2013","Soyabean","3519900.000000","4272690"
"Maharashtra","2013","Sugarcane","937100.000000","83954000"
"Maharashtra","2013","Sunflower","93800.000000","57550"
"Maharashtra","2013","Tobacco","1500.000000","1800"
"Maharashtra","2013","Urad","334400.000000","206440"
"Maharashtra","2013","Wheat","1028200.000000","1480000"
"Manipur","2000","Banana","3420.000000","43980"
"Manipur","2000","Cotton(lint)","60.000000","20"
"Manipur","2000","Dry chillies","7170.000000","4300"
"Manipur","2000","Dry ginger","1140.000000","1890"
"Manipur","2000","Maize","4670.000000","10860"
"Manipur","2000","Onion","350.000000","740"
"Manipur","2000","Other Kharif pulses","2130.000000","1090"
"Manipur","2000","Peas & beans (Pulses)","4060.000000","2130"
"Manipur","2000","Potato","2590.000000","13550"
"Manipur","2000","Rapeseed &Mustard","1470.000000","660"
"Manipur","2000","Rice","156890.000000","381750"
"Manipur","2000","Sesamum","1260.000000","620"
"Manipur","2000","Sugarcane","740.000000","24170"
"Manipur","2000","Sweet potato","50.000000","180"
"Manipur","2001","Banana","4420.000000","56840"
"Manipur","2001","Cotton(lint)","90.000000","30"
"Manipur","2001","Dry chillies","7450.000000","4470"
"Manipur","2001","Dry ginger","2140.000000","3530"
"Manipur","2001","Maize","5060.000000","10090"
"Manipur","2001","Onion","640.000000","1360"
"Manipur","2001","Other Kharif pulses","1870.000000","950"
"Manipur","2001","Peas & beans (Pulses)","4090.000000","2080"
"Manipur","2001","Rapeseed &Mustard","590.000000","260"
"Manipur","2001","Rice","162570.000000","387270"
"Manipur","2001","Sesamum","410.000000","200"
"Manipur","2001","Sweet potato","10.000000","40"
"Manipur","2002","Banana","4270.000000","14361"
"Manipur","2002","Beans & Mutter(Vegetable)","1730.000000","7963"
"Manipur","2002","Bhindi","731.000000","2378"
"Manipur","2002","Bitter Gourd","10.000000","80"
"Manipur","2002","Bottle Gourd","18.000000","130"
"Manipur","2002","Brinjal","341.000000","1549"
"Manipur","2002","Cabbage","1399.000000","16925"
"Manipur","2002","Carrot","281.000000","2071"
"Manipur","2002","Cashewnut","285.000000","93"
"Manipur","2002","Cauliflower","1035.000000","8775"
"Manipur","2002","Citrus Fruit","1189.000000","5347"
"Manipur","2002","Dry chillies","10140.000000","6080"
"Manipur","2002","Dry ginger","1270.000000","2100"
"Manipur","2002","Jack Fruit","350.000000","1599"
"Manipur","2002","Maize","3540.000000","8270"
"Manipur","2002","Mango","202.000000","1028"
"Manipur","2002","Onion","240.000000","510"
"Manipur","2002","Other Fresh Fruits","8519.000000","19249"
"Manipur","2002","Other Kharif pulses","1280.000000","650"
"Manipur","2002","Other Vegetables","285.000000","1296"
"Manipur","2002","Papaya","1930.000000","10874"
"Manipur","2002","Peas & beans (Pulses)","4110.000000","2100"
"Manipur","2002","Pineapple","10332.000000","75580"
"Manipur","2002","Pome Fruit","655.000000","1729"
"Manipur","2002","Potato","4470.000000","23380"
"Manipur","2002","Rapeseed &Mustard","2310.000000","1030"
"Manipur","2002","Redish","219.000000","1944"
"Manipur","2002","Rice","153110.000000","335700"
"Manipur","2002","Sesamum","30.000000","20"
"Manipur","2002","Soyabean","280.000000","340"
"Manipur","2002","Sugarcane","320.000000","10450"
"Manipur","2002","Sweet potato","122.000000","787"
"Manipur","2002","Tapioca","223.000000","1238"
"Manipur","2002","Tomato","549.000000","4306"
"Manipur","2002","Turmeric","330.000000","230"
"Manipur","2003","Arhar/Tur","40.000000","20"
"Manipur","2003","Banana","1950.000000","15308"
"Manipur","2003","Beans & Mutter(Vegetable)","1993.000000","9680"
"Manipur","2003","Bhindi","824.000000","2802"
"Manipur","2003","Bitter Gourd","51.000000","273"
"Manipur","2003","Bottle Gourd","65.000000","468"
"Manipur","2003","Brinjal","315.000000","1481"
"Manipur","2003","Cabbage","1724.000000","21033"
"Manipur","2003","Carrot","263.000000","1973"
"Manipur","2003","Cashewnut","325.000000","130"
"Manipur","2003","Cauliflower","1123.000000","9658"
"Manipur","2003","Citrus Fruit","1227.000000","5890"
"Manipur","2003","Dry chillies","13390.000000","7850"
"Manipur","2003","Dry ginger","1450.000000","2390"
"Manipur","2003","Jack Fruit","325.000000","1488"
"Manipur","2003","Maize","2340.000000","7530"
"Manipur","2003","Mango","196.000000","997"
"Manipur","2003","Onion","970.000000","2060"
"Manipur","2003","Orange","1243.000000","5097"
"Manipur","2003","Other Fresh Fruits","8738.000000","31840"
"Manipur","2003","Other Kharif pulses","2340.000000","1190"
"Manipur","2003","Other Vegetables","300.000000","2175"
"Manipur","2003","Papaya","1945.000000","11066"
"Manipur","2003","Peas & beans (Pulses)","3980.000000","2030"
"Manipur","2003","Pineapple","10652.000000","79889"
"Manipur","2003","Pome Fruit","732.000000","2298"
"Manipur","2003","Rapeseed &Mustard","20.000000","10"
"Manipur","2003","Redish","198.000000","1762"
"Manipur","2003","Rice","157830.000000","381240"
"Manipur","2003","Rubber","50.000000","50"
"Manipur","2003","Sesamum","810.000000","400"
"Manipur","2003","Soyabean","320.000000","290"
"Manipur","2003","Sugarcane","330.000000","10780"
"Manipur","2003","Sweet potato","102.000000","673"
"Manipur","2003","Tapioca","243.000000","1360"
"Manipur","2003","Tomato","579.000000","4632"
"Manipur","2003","Turmeric","550.000000","380"
"Manipur","2004","Banana","3870.000000","49770"
"Manipur","2004","Dry chillies","11920.000000","7150"
"Manipur","2004","Dry ginger","2480.000000","4090"
"Manipur","2004","Maize","3220.000000","8900"
"Manipur","2004","Onion","500.000000","1060"
"Manipur","2004","Other Kharif pulses","3380.000000","1720"
"Manipur","2004","Peas & beans (Pulses)","5430.000000","2770"
"Manipur","2004","Potato","2960.000000","15480"
"Manipur","2004","Rapeseed &Mustard","200.000000","90"
"Manipur","2004","Rice","176310.000000","435930"
"Manipur","2004","Sesamum","1930.000000","950"
"Manipur","2004","Soyabean","420.000000","500"
"Manipur","2004","Sugarcane","300.000000","9800"
"Manipur","2004","Sweet potato","130.000000","460"
"Manipur","2004","Turmeric","470.000000","320"
"Manipur","2005","Banana","4420.000000","56850"
"Manipur","2005","Dry chillies","6490.000000","3890"
"Manipur","2005","Dry ginger","2240.000000","3700"
"Manipur","2005","Maize","2850.000000","7940"
"Manipur","2005","Onion","1760.000000","3740"
"Manipur","2005","Other Kharif pulses","3100.000000","1580"
"Manipur","2005","Peas & beans (Pulses)","5490.000000","2800"
"Manipur","2005","Potato","4870.000000","25470"
"Manipur","2005","Rapeseed &Mustard","250.000000","120"
"Manipur","2005","Rice","166260.000000","386070"
"Manipur","2005","Sesamum","1150.000000","570"
"Manipur","2005","Soyabean","170.000000","200"
"Manipur","2005","Sugarcane","70.000000","2290"
"Manipur","2005","Turmeric","200.000000","140"
"Manipur","2006","Banana","5430.000000","69840"
"Manipur","2006","Cotton(lint)","210.000000","70"
"Manipur","2006","Dry chillies","8910.000000","5350"
"Manipur","2006","Dry ginger","4810.000000","7940"
"Manipur","2006","Maize","3340.000000","8270"
"Manipur","2006","Onion","1120.000000","2380"
"Manipur","2006","Other Kharif pulses","3710.000000","1890"
"Manipur","2006","Peas & beans (Pulses)","6560.000000","3350"
"Manipur","2006","Potato","3720.000000","19450"
"Manipur","2006","Rapeseed &Mustard","40.000000","20"
"Manipur","2006","Rice","165370.000000","389170"
"Manipur","2006","Sesamum","1900.000000","940"
"Manipur","2006","Soyabean","300.000000","360"
"Manipur","2006","Sugarcane","510.000000","16660"
"Manipur","2006","Turmeric","350.000000","300"
"Manipur","2007","Banana","9360.000000","120380"
"Manipur","2007","Cotton(lint)","210.000000","70"
"Manipur","2007","Dry chillies","7130.000000","4280"
"Manipur","2007","Dry ginger","3030.000000","5000"
"Manipur","2007","Maize","2960.000000","8450"
"Manipur","2007","Onion","940.000000","2000"
"Manipur","2007","Other Kharif pulses","2440.000000","1240"
"Manipur","2007","Peas & beans (Pulses)","6610.000000","3370"
"Manipur","2007","Potato","1950.000000","10200"
"Manipur","2007","Rapeseed &Mustard","1170.000000","520"
"Manipur","2007","Rice","166150.000000","406150"
"Manipur","2007","Sesamum","910.000000","450"
"Manipur","2007","Soyabean","40.000000","40"
"Manipur","2007","Sugarcane","510.000000","16660"
"Manipur","2007","Sweet potato","450.000000","1580"
"Manipur","2007","Turmeric","400.000000","280"
"Meghalaya","2000","Arecanut","11184.000000","13721"
"Meghalaya","2000","Arhar/Tur","863.000000","641"
"Meghalaya","2000","Banana","5377.000000","64100"
"Meghalaya","2000","Castor seed","23.000000","12"
"Meghalaya","2000","Cotton(lint)","7340.000000","7684"
"Meghalaya","2000","Dry chillies","1810.000000","1146"
"Meghalaya","2000","Dry ginger","7811.000000","44900"
"Meghalaya","2000","Gram","463.000000","286"
"Meghalaya","2000","Jute","4220.000000","35816"
"Meghalaya","2000","Kapas","7340.000000","7684"
"Meghalaya","2000","Linseed","54.000000","24"
"Meghalaya","2000","Maize","16906.000000","24250"
"Meghalaya","2000","Mesta","4635.000000","21358"
"Meghalaya","2000","Other  Rabi pulses","2048.000000","1610"
"Meghalaya","2000","Potato","18318.000000","144292"
"Meghalaya","2000","Rapeseed &Mustard","7126.000000","4730"
"Meghalaya","2000","Rice","106660.000000","179042"
"Meghalaya","2000","Sesamum","1317.000000","694"
"Meghalaya","2000","Small millets","2800.000000","2266"
"Meghalaya","2000","Soyabean","983.000000","914"
"Meghalaya","2000","Sugarcane","86.000000","237"
"Meghalaya","2000","Sweet potato","5143.000000","17363"
"Meghalaya","2000","Tapioca","4110.000000","21879"
"Meghalaya","2000","Tobacco","700.000000","470"
"Meghalaya","2000","Turmeric","1523.000000","8565"
"Meghalaya","2000","Wheat","4215.000000","6892"
"Meghalaya","2001","Arecanut","11128.000000","14101"
"Meghalaya","2001","Arhar/Tur","818.000000","631"
"Meghalaya","2001","Castor seed","25.000000","13"
"Meghalaya","2001","Cotton(lint)","7323.000000","7873"
"Meghalaya","2001","Dry chillies","1825.000000","1158"
"Meghalaya","2001","Dry ginger","8897.000000","36590"
"Meghalaya","2001","Gram","489.000000","299"
"Meghalaya","2001","Jute","4061.000000","25057"
"Meghalaya","2001","Maize","16866.000000","25247"
"Meghalaya","2001","Mesta","4550.000000","24526"
"Meghalaya","2001","Potato","18151.000000","159032"
"Meghalaya","2001","Rapeseed &Mustard","7156.000000","4782"
"Meghalaya","2001","Rice","107761.000000","188971"
"Meghalaya","2001","Sesamum","1331.000000","694"
"Meghalaya","2001","Small millets","2720.000000","2152"
"Meghalaya","2001","Soyabean","981.000000","939"
"Meghalaya","2001","Sugarcane","83.000000","226"
"Meghalaya","2001","Sweet potato","4942.000000","16627"
"Meghalaya","2001","Tapioca","3971.000000","20637"
"Meghalaya","2001","Tobacco","728.000000","480"
"Meghalaya","2001","Turmeric","1523.000000","8577"
"Meghalaya","2001","Wheat","2753.000000","4812"
"Meghalaya","2002","Arhar/Tur","810.000000","632"
"Meghalaya","2002","Banana","5344.000000","65659"
"Meghalaya","2002","Cashewnut","6649.000000","6730"
"Meghalaya","2002","Castor seed","23.000000","12"
"Meghalaya","2002","Citrus Fruit","7994.000000","33006"
"Meghalaya","2002","Cotton(lint)","7310.000000","7829"
"Meghalaya","2002","Dry chillies","1839.000000","1150"
"Meghalaya","2002","Dry ginger","8896.000000","46731"
"Meghalaya","2002","Gram","487.000000","299"
"Meghalaya","2002","Jute","4074.000000","35826"
"Meghalaya","2002","Maize","16922.000000","25879"
"Meghalaya","2002","Mesta","4513.000000","20599"
"Meghalaya","2002","Other  Rabi pulses","2074.000000","1615"
"Meghalaya","2002","Papaya","535.000000","4325"
"Meghalaya","2002","Pineapple","9389.000000","83333"
"Meghalaya","2002","Potato","18071.000000","167884"
"Meghalaya","2002","Rapeseed &Mustard","7202.000000","4670"
"Meghalaya","2002","Rice","107742.000000","190937"
"Meghalaya","2002","Sesamum","1629.000000","858"
"Meghalaya","2002","Small millets","2762.000000","2313"
"Meghalaya","2002","Soyabean","999.000000","959"
"Meghalaya","2002","Sugarcane","80.000000","219"
"Meghalaya","2002","Sweet potato","4953.000000","16412"
"Meghalaya","2002","Tapioca","3958.000000","20950"
"Meghalaya","2002","Tobacco","719.000000","470"
"Meghalaya","2002","Turmeric","1543.000000","8642"
"Meghalaya","2002","Wheat","2714.000000","4745"
"Meghalaya","2003","Arecanut","11189.000000","14244"
"Meghalaya","2003","Arhar/Tur","812.000000","639"
"Meghalaya","2003","Banana","5628.000000","66875"
"Meghalaya","2003","Cashewnut","6708.000000","6787"
"Meghalaya","2003","Castor seed","25.000000","14"
"Meghalaya","2003","Citrus Fruit","8046.000000","36636"
"Meghalaya","2003","Cotton(lint)","7281.000000","7792"
"Meghalaya","2003","Dry chillies","1807.000000","1168"
"Meghalaya","2003","Dry ginger","8982.000000","49215"
"Meghalaya","2003","Gram","508.000000","316"
"Meghalaya","2003","Jute","4043.000000","35699"
"Meghalaya","2003","Maize","16900.000000","25929"
"Meghalaya","2003","Mesta","4502.000000","20459"
"Meghalaya","2003","Other  Rabi pulses","2100.000000","1648"
"Meghalaya","2003","Papaya","652.000000","4435"
"Meghalaya","2003","Pineapple","9480.000000","91671"
"Meghalaya","2003","Potato","18035.000000","149428"
"Meghalaya","2003","Rapeseed &Mustard","7218.000000","4645"
"Meghalaya","2003","Rice","109721.000000","200703"
"Meghalaya","2003","Sesamum","1617.000000","849"
"Meghalaya","2003","Small millets","2661.000000","2209"
"Meghalaya","2003","Soyabean","984.000000","963"
"Meghalaya","2003","Sugarcane","83.000000","228"
"Meghalaya","2003","Sweet potato","4853.000000","16016"
"Meghalaya","2003","Tapioca","3974.000000","20588"
"Meghalaya","2003","Tobacco","723.000000","472"
"Meghalaya","2003","Turmeric","1561.000000","8656"
"Meghalaya","2003","Wheat","862.000000","1540"
"Meghalaya","2004","Arecanut","11233.000000","14169"
"Meghalaya","2004","Arhar/Tur","804.000000","633"
"Meghalaya","2004","Banana","6276.000000","67838"
"Meghalaya","2004","Black pepper","895.000000","578"
"Meghalaya","2004","Castor seed","32.000000","20"
"Meghalaya","2004","Coriander","53.000000","306"
"Meghalaya","2004","Cotton(lint)","7231.000000","7765"
"Meghalaya","2004","Dry chillies","1844.000000","1303"
"Meghalaya","2004","Dry ginger","9222.000000","47138"
"Meghalaya","2004","Garlic","365.000000","1139"
"Meghalaya","2004","Gram","519.000000","324"
"Meghalaya","2004","Jute","4019.000000","20153"
"Meghalaya","2004","Linseed","75.000000","35"
"Meghalaya","2004","Maize","16875.000000","24000"
"Meghalaya","2004","Mesta","4195.000000","19018"
"Meghalaya","2004","Other  Rabi pulses","2103.000000","1645"
"Meghalaya","2004","Potato","17287.000000","141622"
"Meghalaya","2004","Rapeseed &Mustard","7222.000000","4797"
"Meghalaya","2004","Rice","111550.000000","193719"
"Meghalaya","2004","Sesamum","1628.000000","860"
"Meghalaya","2004","Small millets","2652.000000","2241"
"Meghalaya","2004","Soyabean","967.000000","935"
"Meghalaya","2004","Sugarcane","84.000000","225"
"Meghalaya","2004","Sweet potato","9948.000000","32344"
"Meghalaya","2004","Tapioca","3975.000000","20644"
"Meghalaya","2004","Tobacco","729.000000","479"
"Meghalaya","2004","Turmeric","1682.000000","9016"
"Meghalaya","2004","Wheat","863.000000","1564"
"Meghalaya","2005","Arecanut","11507.000000","15530"
"Meghalaya","2005","Arhar/Tur","804.000000","633"
"Meghalaya","2005","Banana","6426.000000","71695"
"Meghalaya","2005","Castor seed","33.000000","21"
"Meghalaya","2005","Cotton(lint)","7231.000000","7768"
"Meghalaya","2005","Dry chillies","1861.000000","1267"
"Meghalaya","2005","Dry ginger","9625.000000","53609"
"Meghalaya","2005","Gram","523.000000","325"
"Meghalaya","2005","Jute","4017.000000","35499"
"Meghalaya","2005","Linseed","78.000000","37"
"Meghalaya","2005","Maize","16898.000000","24424"
"Meghalaya","2005","Mesta","4436.000000","20212"
"Meghalaya","2005","Other  Rabi pulses","2163.000000","1713"
"Meghalaya","2005","Potato","17986.000000","167030"
"Meghalaya","2005","Rapeseed &Mustard","7196.000000","4759"
"Meghalaya","2005","Rice","106071.000000","208277"
"Meghalaya","2005","Sesamum","1627.000000","868"
"Meghalaya","2005","Small millets","2670.000000","2272"
"Meghalaya","2005","Sugarcane","80.000000","219"
"Meghalaya","2005","Sweet potato","4975.000000","16270"
"Meghalaya","2005","Tapioca","3989.000000","20841"
"Meghalaya","2005","Tobacco","721.000000","475"
"Meghalaya","2005","Turmeric","1817.000000","10508"
"Meghalaya","2005","Wheat","670.000000","1198"
"Meghalaya","2006","Arecanut","12081.000000","16561"
"Meghalaya","2006","Banana","6422.000000","72367"
"Meghalaya","2006","Castor seed","33.000000","21"
"Meghalaya","2006","Cotton(lint)","7208.000000","7738"
"Meghalaya","2006","Dry chillies","1870.000000","1375"
"Meghalaya","2006","Dry ginger","9639.000000","57278"
"Meghalaya","2006","Gram","536.000000","332"
"Meghalaya","2006","Jute","3967.000000","35304"
"Meghalaya","2006","Linseed","82.000000","39"
"Meghalaya","2006","Maize","17039.000000","25334"
"Meghalaya","2006","Mesta","4425.000000","20178"
"Meghalaya","2006","Other  Rabi pulses","2167.000000","1706"
"Meghalaya","2006","Potato","18173.000000","188202"
"Meghalaya","2006","Rapeseed &Mustard","7261.000000","4815"
"Meghalaya","2006","Rice","104285.000000","200209"
"Meghalaya","2006","Sesamum","1635.000000","876"
"Meghalaya","2006","Small millets","2625.000000","2219"
"Meghalaya","2006","Soyabean","1052.000000","1031"
"Meghalaya","2006","Sugarcane","87.000000","239"
"Meghalaya","2006","Sweet potato","4947.000000","16406"
"Meghalaya","2006","Tapioca","3993.000000","20870"
"Meghalaya","2006","Tobacco","709.000000","468"
"Meghalaya","2006","Turmeric","1912.000000","14449"
"Meghalaya","2006","Wheat","656.000000","1183"
"Meghalaya","2007","Arhar/Tur","804.000000","634"
"Meghalaya","2007","Castor seed","28.000000","15"
"Meghalaya","2007","Cotton(lint)","7186.000000","6531"
"Meghalaya","2007","Gram","544.000000","336"
"Meghalaya","2007","Jute","3982.000000","34877"
"Meghalaya","2007","Linseed","82.000000","39"
"Meghalaya","2007","Maize","17048.000000","25138"
"Meghalaya","2007","Mesta","4395.000000","20037"
"Meghalaya","2007","Other  Rabi pulses","2214.000000","2132"
"Meghalaya","2007","Rapeseed &Mustard","7252.000000","4795"
"Meghalaya","2007","Rice","106320.000000","200077"
"Meghalaya","2007","Sesamum","1633.000000","877"
"Meghalaya","2007","Small millets","2627.000000","2248"
"Meghalaya","2007","Sugarcane","92.000000","252"
"Meghalaya","2007","Tobacco","696.000000","464"
"Meghalaya","2007","Wheat","622.000000","1120"
