"State","Year","Crop","Area","Production"
"Andaman and Nicobar Islands","2000","Arecanut","4354.000000","7200"
"Andaman and Nicobar Islands","2000","Banana","1707.000000","12714"
"Andaman and Nicobar Islands","2000","Cashewnut","800.000000","219"
"Andaman and Nicobar Islands","2000","Coconut ","25160.000000","89000000"
"Andaman and Nicobar Islands","2000","Dry ginger","388.000000","1220"
"Andaman and Nicobar Islands","2000","Other Kharif pulses","670.000000","449"
"Andaman and Nicobar Islands","2000","other oilseeds","133.000000","55"
"Andaman and Nicobar Islands","2000","Rice","10881.000000","32184"
"Andaman and Nicobar Islands","2000","Sugarcane","142.000000","3738"
"Andaman and Nicobar Islands","2000","Sweet potato","83.000000","858"
"Andaman and Nicobar Islands","2000","Tapioca","200.000000","2277"
"Andaman and Nicobar Islands","2001","Arecanut","4354.000000","7300"
"Andaman and Nicobar Islands","2001","Cashewnut","800.000000","225"
"Andaman and Nicobar Islands","2001","Coconut ","25205.000000","89680000"
"Andaman and Nicobar Islands","2001","Dry ginger","390.000000","1224"
"Andaman and Nicobar Islands","2001","Other Kharif pulses","420.000000","200"
"Andaman and Nicobar Islands","2001","Rice","9801.000000","27333"
"Andaman and Nicobar Islands","2001","Sugarcane","82.000000","2380"
"Andaman and Nicobar Islands","2001","Sweet potato","111.000000","38"
"Andaman and Nicobar Islands","2002","Arecanut","4363.000000","7350"
"Andaman and Nicobar Islands","2002","Banana","1737.000000","12160"
"Andaman and Nicobar Islands","2002","Black pepper","550.000000","116"
"Andaman and Nicobar Islands","2002","Cashewnut","800.000000","232"
"Andaman and Nicobar Islands","2002","Coconut ","25300.000000","94320000"
"Andaman and Nicobar Islands","2002","Dry chillies","652.000000","49.7"
"Andaman and Nicobar Islands","2002","Dry ginger","399.300000","1278"
"Andaman and Nicobar Islands","2002","other oilseeds","85.100000","40.31"
"Andaman and Nicobar Islands","2002","Rice","10885.000000","32111.66"
"Andaman and Nicobar Islands","2002","Sugarcane","460.000000","13800"
"Andaman and Nicobar Islands","2003","Arecanut","4379.000000","6707"
"Andaman and Nicobar Islands","2003","Banana","1796.000000","13321"
"Andaman and Nicobar Islands","2003","Black pepper","572.500000","120.23"
"Andaman and Nicobar Islands","2003","Cashewnut","833.500000","234.64"
"Andaman and Nicobar Islands","2003","Coconut ","25394.740000","95240000"
"Andaman and Nicobar Islands","2003","Dry chillies","400.000000","680"
"Andaman and Nicobar Islands","2003","Dry ginger","508.000000","1625.6"
"Andaman and Nicobar Islands","2003","other oilseeds","86.290000","35.809999999999995"
"Andaman and Nicobar Islands","2003","Rice","10561.370000","30850.87"
"Andaman and Nicobar Islands","2003","Sugarcane","268.000000","2879.52"
"Andaman and Nicobar Islands","2004","Arecanut","4425.370000","4781.05"
"Andaman and Nicobar Islands","2004","Banana","1978.520000","17778.52"
"Andaman and Nicobar Islands","2004","Black pepper","655.000000","120.22"
"Andaman and Nicobar Islands","2004","Cashewnut","800.000000","223"
"Andaman and Nicobar Islands","2004","Coconut ","25551.400000","87130000"
"Andaman and Nicobar Islands","2004","Dry chillies","400.000000","968"
"Andaman and Nicobar Islands","2004","Dry ginger","528.000000","1828"
"Andaman and Nicobar Islands","2004","other oilseeds","90.300000","46.61"
"Andaman and Nicobar Islands","2004","Rice","10734.920000","29192.23"
"Andaman and Nicobar Islands","2004","Sugarcane","145.260000","1560"
"Andaman and Nicobar Islands","2005","Arecanut","4046.450000","3058.46"
"Andaman and Nicobar Islands","2005","Banana","1678.800000","10833.13"
"Andaman and Nicobar Islands","2005","Black pepper","697.450000","36.050000000000004"
"Andaman and Nicobar Islands","2005","Cashewnut","568.500000","86.02"
"Andaman and Nicobar Islands","2005","Coconut ","20927.020000","78460000"
"Andaman and Nicobar Islands","2005","Dry chillies","387.700000","877.6"
"Andaman and Nicobar Islands","2005","Dry ginger","200.000000","1800"
"Andaman and Nicobar Islands","2005","other oilseeds","53.550000","34.2"
"Andaman and Nicobar Islands","2005","Rice","8685.470000","25883.04"
"Andaman and Nicobar Islands","2005","Sugarcane","128.020000","2448.2"
"Andaman and Nicobar Islands","2005","Sweet potato","131.900000","700.35"
"Andaman and Nicobar Islands","2005","Tapioca","254.500000","1480"
"Andaman and Nicobar Islands","2005","Turmeric","91.700000","642"
"Andaman and Nicobar Islands","2006","Arecanut","4056.000000","5839.299999999999"
"Andaman and Nicobar Islands","2006","Banana","1638.570000","13708"
"Andaman and Nicobar Islands","2006","Black pepper","610.260000","212"
"Andaman and Nicobar Islands","2006","Cashewnut","570.000000","155.13"
"Andaman and Nicobar Islands","2006","Coconut ","21416.090000","88960000"
"Andaman and Nicobar Islands","2006","Dry chillies","363.320000","868"
"Andaman and Nicobar Islands","2006","Dry ginger","205.560000","1850"
"Andaman and Nicobar Islands","2006","other oilseeds","59.620000","36.379999999999995"
"Andaman and Nicobar Islands","2006","Rice","7776.170000","21535.26"
"Andaman and Nicobar Islands","2006","Sugarcane","125.000000","2500"
"Andaman and Nicobar Islands","2006","Sweet potato","78.400000","546"
"Andaman and Nicobar Islands","2006","Tapioca","347.030000","2030"
"Andaman and Nicobar Islands","2006","Turmeric","80.500000","469.03"
"Andaman and Nicobar Islands","2010","Arecanut","4152.000000","5800"
"Andaman and Nicobar Islands","2010","Arhar/Tur","315.000000","104"
"Andaman and Nicobar Islands","2010","Banana","1610.000000","16910"
"Andaman and Nicobar Islands","2010","Black pepper","600.000000","120"
"Andaman and Nicobar Islands","2010","Cashewnut","1100.000000","310"
"Andaman and Nicobar Islands","2010","Coconut ","21768.000000","95000000"
"Andaman and Nicobar Islands","2010","Dry chillies","394.000000","575"
"Andaman and Nicobar Islands","2010","Dry ginger","211.000000","1850"
"Andaman and Nicobar Islands","2010","Groundnut","20.250000","14.399999999999999"
"Andaman and Nicobar Islands","2010","Maize","163.540000","367.62"
"Andaman and Nicobar Islands","2010","Moong(Green Gram)","1200.000000","575.5"
"Andaman and Nicobar Islands","2010","Rice","8390.000000","23916"
"Andaman and Nicobar Islands","2010","Sugarcane","154.230000","1332.95"
"Andaman and Nicobar Islands","2010","Sunflower","3.900000","2.4"
"Andaman and Nicobar Islands","2010","Sweet potato","163.000000","923"
"Andaman and Nicobar Islands","2010","Tapioca","278.000000","2150"
"Andaman and Nicobar Islands","2010","Turmeric","80.000000","482"
"Andaman and Nicobar Islands","2010","Urad","1095.000000","475.00000000000006"
"Andhra Pradesh","2000","Arecanut","262.000000","724"
"Andhra Pradesh","2000","Arhar/Tur","254599.000000","126443"
"Andhra Pradesh","2000","Bajra","98323.000000","121260"
"Andhra Pradesh","2000","Banana","46908.000000","780053"
"Andhra Pradesh","2000","Cashewnut","135225.000000","29443"
"Andhra Pradesh","2000","Castor seed","65812.000000","20011"
"Andhra Pradesh","2000","Coconut ","101495.000000","1080801901"
"Andhra Pradesh","2000","Coriander","49771.000000","17730"
"Andhra Pradesh","2000","Cotton(lint)","391366.000000","647897"
"Andhra Pradesh","2000","Dry chillies","128056.000000","302697"
"Andhra Pradesh","2000","Dry ginger","1284.000000","2431"
"Andhra Pradesh","2000","Gram","166202.000000","203844"
"Andhra Pradesh","2000","Groundnut","1611003.000000","1846501"
"Andhra Pradesh","2000","Horse-gram","59518.000000","14094"
"Andhra Pradesh","2000","Jowar","144689.000000","178731"
"Andhra Pradesh","2000","Korra","30402.000000","22015"
"Andhra Pradesh","2000","Linseed","58.000000","12"
"Andhra Pradesh","2000","Maize","78381.000000","300858"
"Andhra Pradesh","2000","Mesta","77633.000000","685270"
"Andhra Pradesh","2000","Moong(Green Gram)","214047.000000","81701"
"Andhra Pradesh","2000","Niger seed","18076.000000","5879"
"Andhra Pradesh","2000","Onion","18522.000000","291642"
"Andhra Pradesh","2000","Other  Rabi pulses","4302.000000","1999"
"Andhra Pradesh","2000","Other Kharif pulses","10915.000000","3185"
"Andhra Pradesh","2000","other misc. pulses","4470.000000","1426"
"Andhra Pradesh","2000","Potato","1104.000000","9434"
"Andhra Pradesh","2000","Ragi","78873.000000","97994"
"Andhra Pradesh","2000","Rapeseed &Mustard","4437.000000","1038"
"Andhra Pradesh","2000","Rice","2694741.000000","8040667"
"Andhra Pradesh","2000","Safflower","4086.000000","1271"
"Andhra Pradesh","2000","Samai","31531.000000","13825"
"Andhra Pradesh","2000","Sesamum","113551.000000","25868"
"Andhra Pradesh","2000","Small millets","63527.000000","37046"
"Andhra Pradesh","2000","Sugarcane","172211.000000","13558629"
"Andhra Pradesh","2000","Sunflower","163853.000000","142794"
"Andhra Pradesh","2000","Sweet potato","1781.000000","23345"
"Andhra Pradesh","2000","Tapioca","21445.000000","165657"
"Andhra Pradesh","2000","Tobacco","43059.000000","74205"
"Andhra Pradesh","2000","Turmeric","15718.000000","83015"
"Andhra Pradesh","2000","Urad","465035.000000","355762"
"Andhra Pradesh","2000","Varagu","1596.000000","1206"
"Andhra Pradesh","2000","Wheat","1492.000000","851"
"Andhra Pradesh","2001","Arecanut","268.000000","449"
"Andhra Pradesh","2001","Arhar/Tur","192046.000000","95620"
"Andhra Pradesh","2001","Bajra","55178.000000","54063"
"Andhra Pradesh","2001","Banana","48136.000000","728624"
"Andhra Pradesh","2001","Cashewnut","136996.000000","37641"
"Andhra Pradesh","2001","Castor seed","33921.000000","9512"
"Andhra Pradesh","2001","Coconut ","103095.000000","1112803770"
"Andhra Pradesh","2001","Coriander","49230.000000","18440"
"Andhra Pradesh","2001","Cotton(lint)","346542.000000","727872"
"Andhra Pradesh","2001","Dry chillies","126716.000000","363706"
"Andhra Pradesh","2001","Dry ginger","1303.000000","3429"
"Andhra Pradesh","2001","Gram","245322.000000","319094"
"Andhra Pradesh","2001","Groundnut","1454023.000000","1000135"
"Andhra Pradesh","2001","Horse-gram","61060.000000","32624"
"Andhra Pradesh","2001","Jowar","130047.000000","174845"
"Andhra Pradesh","2001","Korra","24451.000000","17967"
"Andhra Pradesh","2001","Linseed","26.000000","6"
"Andhra Pradesh","2001","Maize","58185.000000","271122"
"Andhra Pradesh","2001","Mesta","78773.000000","670113"
"Andhra Pradesh","2001","Moong(Green Gram)","174408.000000","61158"
"Andhra Pradesh","2001","Niger seed","18078.000000","7592"
"Andhra Pradesh","2001","Onion","19951.000000","306453"
"Andhra Pradesh","2001","Other  Rabi pulses","2454.000000","1839"
"Andhra Pradesh","2001","Other Kharif pulses","9843.000000","3253"
"Andhra Pradesh","2001","Potato","1205.000000","10616"
"Andhra Pradesh","2001","Ragi","71342.000000","89166"
"Andhra Pradesh","2001","Rapeseed &Mustard","2413.000000","777"
"Andhra Pradesh","2001","Rice","2515353.000000","7823692"
"Andhra Pradesh","2001","Safflower","5831.000000","1287"
"Andhra Pradesh","2001","Samai","29587.000000","14752"
"Andhra Pradesh","2001","Sesamum","73558.000000","15287"
"Andhra Pradesh","2001","Small millets","54845.000000","33390"
"Andhra Pradesh","2001","Sugarcane","163010.000000","13383359"
"Andhra Pradesh","2001","Sunflower","238944.000000","197711"
"Andhra Pradesh","2001","Sweet potato","1826.000000","24230"
"Andhra Pradesh","2001","Tapioca","17694.000000","146361"
"Andhra Pradesh","2001","Tobacco","116357.000000","145181"
"Andhra Pradesh","2001","Turmeric","12501.000000","56147"
"Andhra Pradesh","2001","Urad","520093.000000","344203"
"Andhra Pradesh","2001","Varagu","807.000000","671"
"Andhra Pradesh","2001","Wheat","1629.000000","1126"
"Andhra Pradesh","2002","Arecanut","296.000000","427"
"Andhra Pradesh","2002","Arhar/Tur","197256.000000","62327"
"Andhra Pradesh","2002","Bajra","52650.000000","41221"
"Andhra Pradesh","2002","Banana","37079.000000","972140"
"Andhra Pradesh","2002","Beans & Mutter(Vegetable)","6026.000000","30601"
"Andhra Pradesh","2002","Bhindi","13374.000000","99279"
"Andhra Pradesh","2002","Bottle Gourd","743.000000","0"
"Andhra Pradesh","2002","Brinjal","13814.000000","191534"
"Andhra Pradesh","2002","Cabbage","1125.000000","0"
"Andhra Pradesh","2002","Cashewnut","139912.000000","17284"
"Andhra Pradesh","2002","Castor seed","21824.000000","4383"
"Andhra Pradesh","2002","Citrus Fruit","38219.000000","173405"
"Andhra Pradesh","2002","Coconut ","104162.000000","1146260639"
"Andhra Pradesh","2002","Coriander","37766.000000","10668"
"Andhra Pradesh","2002","Cotton(lint)","254844.000000","389255"
"Andhra Pradesh","2002","Cucumber","3196.000000","0"
"Andhra Pradesh","2002","Dry chillies","125127.000000","233089"
"Andhra Pradesh","2002","Dry ginger","1327.000000","2170"
"Andhra Pradesh","2002","Gram","332212.000000","310136"
"Andhra Pradesh","2002","Grapes","147.000000","2748"
"Andhra Pradesh","2002","Groundnut","1275160.000000","660124"
"Andhra Pradesh","2002","Horse-gram","66367.000000","25521"
"Andhra Pradesh","2002","Jowar","157119.000000","175396"
"Andhra Pradesh","2002","Korra","16000.000000","10100"
"Andhra Pradesh","2002","Linseed","24.000000","7"
"Andhra Pradesh","2002","Maize","74813.000000","323168"
"Andhra Pradesh","2002","Mango","249565.000000","1105534"
"Andhra Pradesh","2002","Mesta","81028.000000","612541"
"Andhra Pradesh","2002","Moong(Green Gram)","170471.000000","37020"
"Andhra Pradesh","2002","Niger seed","14472.000000","5571"
"Andhra Pradesh","2002","Onion","17855.000000","230263"
"Andhra Pradesh","2002","Orange","31598.000000","390880"
"Andhra Pradesh","2002","Other  Rabi pulses","148.000000","41"
"Andhra Pradesh","2002","other fibres","6400.000000","0"
"Andhra Pradesh","2002","Other Fresh Fruits","12479.000000","27760"
"Andhra Pradesh","2002","Other Kharif pulses","3010.000000","936"
"Andhra Pradesh","2002","other oilseeds","10385.000000","12885"
"Andhra Pradesh","2002","Other Vegetables","21815.000000","0"
"Andhra Pradesh","2002","Papaya","5774.000000","753197"
"Andhra Pradesh","2002","Peas  (vegetable)","6.000000","0"
"Andhra Pradesh","2002","Pome Fruit","5164.000000","107036"
"Andhra Pradesh","2002","Potato","1290.000000","11196"
"Andhra Pradesh","2002","Ragi","60455.000000","64258"
"Andhra Pradesh","2002","Rapeseed &Mustard","3351.000000","734"
"Andhra Pradesh","2002","Rice","1867142.000000","5315408"
"Andhra Pradesh","2002","Safflower","4361.000000","983"
"Andhra Pradesh","2002","Sesamum","57398.000000","7329"
"Andhra Pradesh","2002","Small millets","46053.000000","21646"
"Andhra Pradesh","2002","Soyabean","2439.000000","0"
"Andhra Pradesh","2002","Sugarcane","176263.000000","11755368"
"Andhra Pradesh","2002","Sunflower","378688.000000","247547"
"Andhra Pradesh","2002","Sweet potato","1228.000000","12754"
"Andhra Pradesh","2002","Tapioca","13129.000000","79474"
"Andhra Pradesh","2002","Tobacco","109706.000000","147869"
"Andhra Pradesh","2002","Tomato","53939.000000","386598"
"Andhra Pradesh","2002","Turmeric","13163.000000","61874"
"Andhra Pradesh","2002","Urad","585265.000000","327156"
"Andhra Pradesh","2002","Varagu","2000.000000","1000"
"Andhra Pradesh","2002","Wheat","1411.000000","1302"
"Andhra Pradesh","2003","Arecanut","311.000000","221"
"Andhra Pradesh","2003","Arhar/Tur","249027.000000","87864"
"Andhra Pradesh","2003","Bajra","94859.000000","121690"
"Andhra Pradesh","2003","Banana","36742.000000","487767"
"Andhra Pradesh","2003","Beans & Mutter(Vegetable)","6347.000000","39440"
"Andhra Pradesh","2003","Bhindi","12979.000000","100326"
"Andhra Pradesh","2003","Bottle Gourd","731.000000","0"
"Andhra Pradesh","2003","Brinjal","15426.000000","271666"
"Andhra Pradesh","2003","Cabbage","1272.000000","0"
"Andhra Pradesh","2003","Cashewnut","139551.000000","37364"
"Andhra Pradesh","2003","Castor seed","35273.000000","14665"
"Andhra Pradesh","2003","Citrus Fruit","38595.000000","282869"
"Andhra Pradesh","2003","Coconut ","102862.000000","1182533660"
"Andhra Pradesh","2003","Coriander","37999.000000","13081"
"Andhra Pradesh","2003","Cotton(lint)","314708.000000","814512"
"Andhra Pradesh","2003","Cucumber","3774.000000","0"
"Andhra Pradesh","2003","Dry chillies","140114.000000","521618"
"Andhra Pradesh","2003","Dry ginger","1029.000000","2924"
"Andhra Pradesh","2003","Gram","334529.000000","351980"
"Andhra Pradesh","2003","Grapes","154.000000","2672"
"Andhra Pradesh","2003","Groundnut","1297234.000000","762507"
"Andhra Pradesh","2003","Horse-gram","62969.000000","32921"
"Andhra Pradesh","2003","Jowar","215392.000000","369328"
"Andhra Pradesh","2003","Korra","20525.000000","16201"
"Andhra Pradesh","2003","Linseed","27.000000","7"
"Andhra Pradesh","2003","Maize","121231.000000","494969"
"Andhra Pradesh","2003","Mango","251384.000000","1208036"
"Andhra Pradesh","2003","Mesta","59060.000000","469268"
"Andhra Pradesh","2003","Moong(Green Gram)","309923.000000","129913"
"Andhra Pradesh","2003","Niger seed","16616.000000","6525"
"Andhra Pradesh","2003","Onion","18589.000000","279325"
"Andhra Pradesh","2003","Orange","35540.000000","564797"
"Andhra Pradesh","2003","Other  Rabi pulses","140.000000","26"
"Andhra Pradesh","2003","Other Fresh Fruits","13652.000000","32567"
"Andhra Pradesh","2003","Other Kharif pulses","3629.000000","1282"
"Andhra Pradesh","2003","other oilseeds","11612.000000","0"
"Andhra Pradesh","2003","Other Vegetables","23631.000000","0"
"Andhra Pradesh","2003","Papaya","4187.000000","390129"
"Andhra Pradesh","2003","Pome Fruit","6636.000000","144397"
"Andhra Pradesh","2003","Potato","1492.000000","13920"
"Andhra Pradesh","2003","Ragi","65509.000000","86391"
"Andhra Pradesh","2003","Rapeseed &Mustard","1630.000000","415"
"Andhra Pradesh","2003","Rice","1957323.000000","6054099"
"Andhra Pradesh","2003","Safflower","3952.000000","1194"
"Andhra Pradesh","2003","Samai","23204.000000","9503"
"Andhra Pradesh","2003","Sesamum","88696.000000","23415"
"Andhra Pradesh","2003","Small millets","46352.000000","27395"
"Andhra Pradesh","2003","Soyabean","1696.000000","1868"
"Andhra Pradesh","2003","Sugarcane","161649.000000","11515819"
"Andhra Pradesh","2003","Sunflower","427759.000000","270965"
"Andhra Pradesh","2003","Sweet potato","1103.000000","7974"
"Andhra Pradesh","2003","Tapioca","19450.000000","122107"
"Andhra Pradesh","2003","Tobacco","122846.000000","176731"
"Andhra Pradesh","2003","Tomato","55996.000000","634271"
"Andhra Pradesh","2003","Turmeric","11995.000000","76556"
"Andhra Pradesh","2003","Urad","340286.000000","135831"
"Andhra Pradesh","2003","Varagu","706.000000","378"
"Andhra Pradesh","2003","Wheat","1154.000000","343"
"Andhra Pradesh","2004","Arhar/Tur","224573.000000","116210"
"Andhra Pradesh","2004","Bajra","65987.000000","72583"
"Andhra Pradesh","2004","Banana","38877.000000","933198"
"Andhra Pradesh","2004","Cashewnut","139905.000000","29938"
"Andhra Pradesh","2004","Castor seed","33786.000000","15908"
"Andhra Pradesh","2004","Coconut ","102812.000000","1187204059"
"Andhra Pradesh","2004","Coriander","15594.000000","4323"
"Andhra Pradesh","2004","Cotton(lint)","439298.000000","1018913"
"Andhra Pradesh","2004","Dry chillies","129887.000000","462515"
"Andhra Pradesh","2004","Dry ginger","1008.000000","2754"
"Andhra Pradesh","2004","Gram","268455.000000","281344"
"Andhra Pradesh","2004","Groundnut","1646166.000000","1442146"
"Andhra Pradesh","2004","Horse-gram","50706.000000","19649"
"Andhra Pradesh","2004","Jowar","140186.000000","246275"
"Andhra Pradesh","2004","Linseed","51.000000","6"
"Andhra Pradesh","2004","Maize","124715.000000","712234"
"Andhra Pradesh","2004","Mesta","53364.000000","456123"
"Andhra Pradesh","2004","Moong(Green Gram)","195279.000000","66318"
"Andhra Pradesh","2004","Niger seed","15028.000000","5863"
"Andhra Pradesh","2004","Onion","22367.000000","388512"
"Andhra Pradesh","2004","Other  Rabi pulses","3868.000000","1005"
"Andhra Pradesh","2004","Other Kharif pulses","9073.000000","2325"
"Andhra Pradesh","2004","Potato","2217.000000","21944"
"Andhra Pradesh","2004","Ragi","61017.000000","72310"
"Andhra Pradesh","2004","Rapeseed &Mustard","3547.000000","885"
"Andhra Pradesh","2004","Rice","2227682.000000","7392678"
"Andhra Pradesh","2004","Safflower","1324.000000","285"
"Andhra Pradesh","2004","Sesamum","144733.000000","17929"
"Andhra Pradesh","2004","Small millets","46238.000000","22551"
"Andhra Pradesh","2004","Soyabean","2206.000000","1347"
"Andhra Pradesh","2004","Sugarcane","165261.000000","12701367"
"Andhra Pradesh","2004","Sunflower","625533.000000","398838"
"Andhra Pradesh","2004","Sweet potato","1060.000000","6893"
"Andhra Pradesh","2004","Tapioca","20137.000000","146784"
"Andhra Pradesh","2004","Tobacco","120438.000000","155214"
"Andhra Pradesh","2004","Turmeric","14013.000000","117544"
"Andhra Pradesh","2004","Urad","350220.000000","220351"
"Andhra Pradesh","2004","Wheat","789.000000","176"
"Andhra Pradesh","2005","Arecanut","293.000000","234"
"Andhra Pradesh","2005","Arhar/Tur","229011.000000","137406"
"Andhra Pradesh","2005","Bajra","54467.000000","65342"
"Andhra Pradesh","2005","Banana","44873.000000","929831"
"Andhra Pradesh","2005","Cashewnut","139004.000000","36927"
"Andhra Pradesh","2005","Castor seed","48027.000000","26602"
"Andhra Pradesh","2005","Coconut ","103421.000000","883429160"
"Andhra Pradesh","2005","Coriander","21134.000000","9791"
"Andhra Pradesh","2005","Cotton(lint)","313798.000000","694380"
"Andhra Pradesh","2005","Dry chillies","88561.000000","307220"
"Andhra Pradesh","2005","Dry ginger","1007.000000","2774"
"Andhra Pradesh","2005","Gram","320852.000000","522470"
"Andhra Pradesh","2005","Groundnut","1676011.000000","1108929"
"Andhra Pradesh","2005","Horse-gram","43774.000000","15954"
"Andhra Pradesh","2005","Jowar","129061.000000","272661"
"Andhra Pradesh","2005","Linseed","40.000000","15"
"Andhra Pradesh","2005","Maize","119828.000000","747605"
"Andhra Pradesh","2005","Mesta","49538.000000","452846"
"Andhra Pradesh","2005","Moong(Green Gram)","161326.000000","63806"
"Andhra Pradesh","2005","Niger seed","15236.000000","5899"
"Andhra Pradesh","2005","Onion","23422.000000","460999"
"Andhra Pradesh","2005","Other  Rabi pulses","3009.000000","1695"
"Andhra Pradesh","2005","Other Kharif pulses","7942.000000","2210"
"Andhra Pradesh","2005","Potato","1450.000000","14192"
"Andhra Pradesh","2005","Ragi","55747.000000","63632"
"Andhra Pradesh","2005","Rapeseed &Mustard","5642.000000","2560"
"Andhra Pradesh","2005","Rice","2520723.000000","7288721"
"Andhra Pradesh","2005","Safflower","1570.000000","531"
"Andhra Pradesh","2005","Sesamum","58446.000000","12466"
"Andhra Pradesh","2005","Small millets","42792.000000","25611"
"Andhra Pradesh","2005","Soyabean","3107.000000","1713"
"Andhra Pradesh","2005","Sugarcane","180338.000000","13236997"
"Andhra Pradesh","2005","Sunflower","358437.000000","223207"
"Andhra Pradesh","2005","Sweet potato","952.000000","7607"
"Andhra Pradesh","2005","Tapioca","15281.000000","125986"
"Andhra Pradesh","2005","Tobacco","125549.000000","181167"
"Andhra Pradesh","2005","Turmeric","14331.000000","94507"
"Andhra Pradesh","2005","Urad","346861.000000","213730"
"Andhra Pradesh","2005","Wheat","1089.000000","641"
"Andhra Pradesh","2006","Arecanut","255.000000","176"
"Andhra Pradesh","2006","Arhar/Tur","151300.000000","53609"
"Andhra Pradesh","2006","Bajra","40914.000000","39854"
"Andhra Pradesh","2006","Banana","48413.000000","1178514"
"Andhra Pradesh","2006","Cashewnut","135682.000000","35804"
"Andhra Pradesh","2006","Castor seed","20321.000000","9537"
"Andhra Pradesh","2006","Coconut ","104169.000000","1315346632"
"Andhra Pradesh","2006","Coriander","19693.000000","6888"
"Andhra Pradesh","2006","Cotton(lint)","241795.000000","689043"
"Andhra Pradesh","2006","Dry chillies","121472.000000","483283"
"Andhra Pradesh","2006","Dry ginger","1022.000000","2874"
"Andhra Pradesh","2006","Gram","500633.000000","514235"
"Andhra Pradesh","2006","Groundnut","1154950.000000","524049"
"Andhra Pradesh","2006","Horse-gram","53293.000000","26397"
"Andhra Pradesh","2006","Jowar","142497.000000","163146"
"Andhra Pradesh","2006","Linseed","19.000000","5"
"Andhra Pradesh","2006","Maize","134411.000000","835668"
"Andhra Pradesh","2006","Mesta","61669.000000","541598"
"Andhra Pradesh","2006","Moong(Green Gram)","166857.000000","61509"
"Andhra Pradesh","2006","Niger seed","14118.000000","5177"
"Andhra Pradesh","2006","Onion","20425.000000","344521"
"Andhra Pradesh","2006","Other  Rabi pulses","2899.000000","1386"
"Andhra Pradesh","2006","Other Kharif pulses","5578.000000","1688"
"Andhra Pradesh","2006","Potato","1563.000000","13220"
"Andhra Pradesh","2006","Ragi","53634.000000","56374"
"Andhra Pradesh","2006","Rapeseed &Mustard","5374.000000","2773"
"Andhra Pradesh","2006","Rice","2488883.000000","7616392"
"Andhra Pradesh","2006","Safflower","790.000000","312"
"Andhra Pradesh","2006","Sesamum","63366.000000","16619"
"Andhra Pradesh","2006","Small millets","33527.000000","16993"
"Andhra Pradesh","2006","Soyabean","916.000000","933"
"Andhra Pradesh","2006","Sugarcane","207001.000000","16805897"
"Andhra Pradesh","2006","Sunflower","371333.000000","253127"
"Andhra Pradesh","2006","Sweet potato","848.000000","7269"
"Andhra Pradesh","2006","Tapioca","19732.000000","209152"
"Andhra Pradesh","2006","Tobacco","117943.000000","158347"
"Andhra Pradesh","2006","Turmeric","14738.000000","95243"
"Andhra Pradesh","2006","Urad","417529.000000","320120"
"Andhra Pradesh","2006","Wheat","896.000000","235"
"Andhra Pradesh","2007","Arhar/Tur","208000.000000","136000"
"Andhra Pradesh","2007","Bajra","50000.000000","77000"
"Andhra Pradesh","2007","Castor seed","30000.000000","20000"
"Andhra Pradesh","2007","Cotton(lint)","277000.000000","1009000"
"Andhra Pradesh","2007","Dry chillies","134000.000000","509000"
"Andhra Pradesh","2007","Gram","512000.000000","750000"
"Andhra Pradesh","2007","Groundnut","1589000.000000","2258000"
"Andhra Pradesh","2007","Horse-gram","42000.000000","21000"
"Andhra Pradesh","2007","Jowar","101000.000000","196000"
"Andhra Pradesh","2007","Maize","182000.000000","1258000"
"Andhra Pradesh","2007","Mesta","57000.000000","501000"
"Andhra Pradesh","2007","Moong(Green Gram)","193000.000000","67000"
"Andhra Pradesh","2007","Onion","24000.000000","385000"
"Andhra Pradesh","2007","Other  Rabi pulses","2000.000000","3000"
"Andhra Pradesh","2007","Other Kharif pulses","3000.000000","1000"
"Andhra Pradesh","2007","Ragi","50000.000000","58000"
"Andhra Pradesh","2007","Rice","2576000.000000","8880000"
"Andhra Pradesh","2007","Sesamum","76000.000000","17000"
"Andhra Pradesh","2007","Small millets","34000.000000","21000"
"Andhra Pradesh","2007","Sugarcane","187000.000000","15159000"
"Andhra Pradesh","2007","Sunflower","334000.000000","321000"
"Andhra Pradesh","2007","Tobacco","112000.000000","158000"
"Andhra Pradesh","2007","Urad","417000.000000","203000"
"Andhra Pradesh","2008","Arecanut","359.000000","265"
"Andhra Pradesh","2008","Arhar/Tur","181125.000000","74413"
"Andhra Pradesh","2008","Bajra","37265.000000","46336"
"Andhra Pradesh","2008","Banana","52582.000000","1329831"
"Andhra Pradesh","2008","Cashewnut","142223.000000","41524"
"Andhra Pradesh","2008","Castor seed","28724.000000","20976"
"Andhra Pradesh","2008","Coconut ","105831.000000","962888768"
"Andhra Pradesh","2008","Coriander","29158.000000","13294"
"Andhra Pradesh","2008","Cotton(lint)","306865.000000","1027384"
"Andhra Pradesh","2008","Dry chillies","121690.000000","486002"
"Andhra Pradesh","2008","Dry ginger","820.000000","1964"
"Andhra Pradesh","2008","Gram","487355.000000","670033"
"Andhra Pradesh","2008","Groundnut","1565731.000000","657588"
"Andhra Pradesh","2008","Horse-gram","32241.000000","13570"
"Andhra Pradesh","2008","Jowar","102326.000000","239820"
"Andhra Pradesh","2008","Linseed","549.000000","205"
"Andhra Pradesh","2008","Maize","251355.000000","1958468"
"Andhra Pradesh","2008","Mesta","37163.000000","295481"
